"codigo";"instituicao";"municipio";"uf"
"002129";"ESCOLA DE ECONOMIA DE SÃO PAULO (EESP)";"São Paulo";"SP"
"000722";"ESCOLA DE EDUCAÇÃO FÍSICA DE ASSIS (EEFA)";"Assis";"SP"
"021206";"Escola de Educação Física do Exército (EsEFEx)";"Rio de Janeiro";"RJ"
"000194";"ESCOLA DE ENFERMAGEM DA FUNDAÇÃO TÉCNICO EDUCACIONAL SOUZA MARQUES (EEFTESM)";"Rio de Janeiro";"RJ"
"000399";"ESCOLA DE ENGENHARIA DE AGRIMENSURA (EEA)";"Salvador";"BA"
"000067";"ESCOLA DE ENGENHARIA DE PIRACICABA (EEP/FUMEP)";"Piracicaba";"SP"
"000345";"ESCOLA DE ENGENHARIA KENNEDY (EEK)";"Belo Horizonte";"MG"
"020322";"Escola de Ensino Superior do Agreste Paraibano (EESAP)";"Guarabira";"PB"
"001908";"ESCOLA DE ENSINO SUPERIOR FABRA (FABRA)";"Serra";"ES"
"019909";"ESCOLA DE GESTÃO ICTQ (ICTQ)";"Anápolis";"GO"
"000890";"ESCOLA DE GOVERNO PROFESSOR PAULO NEVES DE CARVALHO (EG)";"Belo Horizonte";"MG"
"013695";"ESCOLA DE MATEMÁTICA APLICADA (EMAp-FGV)";"Rio de Janeiro";"RJ"
"000190";"ESCOLA DE MEDICINA SOUZA MARQUES DA FUNDAÇÃO TÉCNICO-EDUCACIONAL SOUZA MARQUES (EMSM)";"Rio de Janeiro";"RJ"
"019320";"Escola de Políticas Públicas e Governo (FGV EPPG)";"Brasília";"DF"
"000373";"ESCOLA DE SOCIOLOGIA E POLÍTICA DE SÃO PAULO (ESP)";"São Paulo";"SP"
"013845";"Escola DIEESE de Ciências do Trabalho (DIEESE)";"São Paulo";"SP"
"004721";"ESCOLA DOMINICANA DE TEOLOGIA";"São Paulo";"SP"
"000026";"ESCOLA NACIONAL DE CIÊNCIAS ESTATÍSTICAS (ENCE)";"Rio de Janeiro";"RJ"
"013812";"ESCOLA SUPERIOR ABERTA DO BRASIL (ESAB)";"Vila Velha";"ES"
"003607";"ESCOLA SUPERIOR ASSOCIADA DE GOIÂNIA (ESUP)";"Goiânia";"GO"
"001436";"ESCOLA SUPERIOR BATISTA DO AMAZONAS (ESBAM)";"Manaus";"AM"
"002745";"ESCOLA SUPERIOR DA AMAZÔNIA (ESAMAZ)";"Belém";"PA"
"002726";"ESCOLA SUPERIOR DE ADMINISTRAÇÃO DE EMPRESAS (INEA)";"São José dos Campos";"SP"
"001723";"ESCOLA SUPERIOR DE ADMINISTRAÇÃO E GESTÃO STRONG";"Santo André";"SP"
"004943";"ESCOLA SUPERIOR DE ADMINISTRAÇÃO E GESTÃO STRONG DA BAIXADA SANTISTA";"Santos";"SP"
"004210";"ESCOLA SUPERIOR DE ADMINISTRAÇÃO, MARKETING E COMUNICAÇÃO DO MORUMBI";"São Paulo";"SP"
"004829";"ESCOLA SUPERIOR DE ARTES CÉLIA HELENA";"São Paulo";"SP"
"012625";"ESCOLA SUPERIOR DE AVIAÇÃO CIVIL (ESAC)";"Campina Grande";"PB"
"000501";"ESCOLA SUPERIOR DE CIÊNCIAS DA SANTA CASA DE MISERICÓRDIA DE VITÓRIA (EMESCAM)";"Vitória";"ES"
"003223";"ESCOLA SUPERIOR DE CIÊNCIAS DA SAÚDE (ESCS)";"Brasília";"DF"
"001694";"ESCOLA SUPERIOR DE CRICIÚMA - ESUCRI (ESUCRI)";"Criciúma";"SC"
"000608";"ESCOLA SUPERIOR DE CRUZEIRO ""PREFEITO HAMILTON VIEIRA MENDES"" (ESEFIC)";"Cruzeiro";"SP"
"002319";"ESCOLA SUPERIOR DE EDUCAÇÃO CORPORATIVA (ESEC)";"São José";"SC"
"000094";"ESCOLA SUPERIOR DE EDUCAÇÃO FÍSICA DE JUNDIAÍ (ESEFJ)";"Jundiaí";"SP"
"021826";"Escola Superior de Empreendedorismo SEBRAE-SP";"São Paulo";"SP"
"019945";"Escola Superior de Engenharia de Porto Velho (PORTO)";"Porto Velho";"RO"
"004104";"ESCOLA SUPERIOR DE ENGENHARIA E GESTÃO DE SÃO PAULO - ESEG (ESEG)";"São Paulo";"SP"
"001714";"ESCOLA SUPERIOR DE GESTÃO COMERCIAL E MARKETING (ESIC)";"Curitiba";"PR"
"019943";"Escola Superior de Gestão e Negócios de Porto Velho (PORTO)";"Porto Velho";"RO"
"001296";"ESCOLA SUPERIOR DE MARKETING (ESM)";"Recife";"PE"
"000636";"ESCOLA SUPERIOR DE PROPAGANDA E MARKETING (ESPM)";"São Paulo";"SP"
"001327";"ESCOLA SUPERIOR DE PROPAGANDA E MARKETING DE PORTO ALEGRE (ESPM - POA)";"Porto Alegre";"RS"
"000944";"ESCOLA SUPERIOR DE PROPAGANDA E MARKETING DO RIO DE JANEIRO (ESPM)";"Rio de Janeiro";"RJ"
"004858";"ESCOLA SUPERIOR DE SAÚDE DE ARCOVERDE (ESSA)";"Arcoverde";"PE"
"001692";"ESCOLA SUPERIOR DE TECNOLOGIA E EDUCAÇÃO DE PORTO FERREIRA (ESPF)";"Porto Ferreira";"SP"
"001437";"ESCOLA SUPERIOR DE TECNOLOGIA E EDUCAÇÃO DE RIO CLARO (ESRC)";"Rio Claro";"SP"
"002287";"ESCOLA SUPERIOR DE TEOLOGIA E ESPIRITUALIDADE FRANCISCANA (ESTEF)";"Porto Alegre";"RS"
"002849";"ESCOLA SUPERIOR DOM HELDER CÂMARA (ESDHC)";"Belo Horizonte";"MG"
"000989";"ESCOLA SUPERIOR EM MEIO AMBIENTE (ESMA)";"Iguatama";"MG"
"002350";"ESCOLA SUPERIOR MADRE CELESTE (ESMAC)";"Ananindeua";"PA"
"003710";"ESCOLA SUPERIOR NACIONAL DE SEGUROS (ESNS)";"Rio de Janeiro";"RJ"
"011289";"ESCOLA SUPERIOR NACIONAL DE SEGUROS DE SÃO PAULO (ESNS-SP)";"São Paulo";"SP"
"004442";"ESCOLA SUPERIOR PAULISTA DE ADMINISTRAÇÃO - ESPA (ESPA)";"Guarulhos";"SP"
"001157";"ESCOLA SUPERIOR SÃO FRANCISCO DE ASSIS (ESFA)";"Santa Teresa";"ES"
"002122";"Estácio FASE - Faculdade Estácio de Sergipe (Estácio FASE)";"Aracaju";"SE"
"004566";"ESTÁCIO FATERN - FACULDADE ESTÁCIO DO RIO GRANDE DO NORTE (ESTÁCIO FATERN)";"Natal";"RN"
"001058";"Estácio FIB - Centro Universitário Estácio da Bahia (Estácio FIB)";"Salvador";"BA"
"012547";"FACITEN - FACULDADE DE CIÊNCIAS E TECNOLOGIAS DE NATAL (FACITEN)";"Natal";"RN"
"015518";"Facudade de Morrinhos (FAM)";"Morrinhos";"GO"
"002466";"FACUDADE IEDUCARE - FIED (FIED)";"Tianguá";"CE"
"015833";"FACULDADE 2001";"Recife";"PE"
"016948";"Faculdade 28 de Agosto de Ensino e Pesquisa (28 de Agosto)";"São Paulo";"SP"
"020052";"Faculdade ABC de Goiânia (FABC)";"Goiânia";"GO"
"004239";"FACULDADE AÇÃO (FCTVALE)";"Rio do Sul";"SC"
"001401";"FACULDADE ADELMAR ROSADO (FAR)";"Teresina";"PI"
"013300";"FACULDADE ADJETIVO CETEP (ADJETIVO-CETEP)";"Mariana";"MG"
"013805";"FACULDADE ADVENTISTA DA AMAZÔNIA (FAAMA)";"Benevides";"PA"
"004531";"FACULDADE ADVENTISTA DA BAHIA (FADBA)";"Cachoeira";"BA"
"005593";"FACULDADE ADVENTISTA DE HORTOLÂNDIA - UNASP HORTOLÂNDIA (FAH/UNASP-HT)";"Hortolândia";"SP"
"001613";"FACULDADE ADVENTISTA PARANAENSE (IAP)";"Ivatuba";"PR"
"001072";"FACULDADE AFIRMATIVO (FAFI)";"Cuiabá";"MT"
"017405";"FACULDADE AFONSO MAFRENSE (FAM)";"São Raimundo Nonato";"PI"
"019357";"Faculdade Afonso Schmidt (FAS)";"Cubatão";"SP"
"021444";"Faculdade Ágape de São Félix";"São Félix do Xingu";"PA"
"019408";"Faculdade AGES de Jacobina (Faculdade AGES)";"Jacobina";"BA"
"018700";"Faculdade AGES de Jeremoabo (AGES)";"Jeremoabo";"BA"
"018735";"Faculdade AGES de Lagarto (Faculdade AGES)";"Lagarto";"SE"
"022093";"Faculdade AGES de Medicina (Faculdade AGES)";"Jacobina";"BA"
"018708";"Faculdade AGES de Senhor do Bonfim (Faculdade AGES)";"Senhor do Bonfim";"BA"
"018616";"FACULDADE ÁGORA - FAG (FAG)";"Campo Novo do Parecis";"MT"
"018826";"FACULDADE ÁGUAS LINDAS";"Águas Lindas de Goiás";"GO"
"001779";"FACULDADE AIEC (AIEC / FAAB)";"Brasília";"DF"
"000908";"FACULDADE ALAGOANA DE ADMINISTRAÇÃO (FAA)";"Maceió";"AL"
"001966";"FACULDADE ALBERT EINSTEIN (FALBE)";"Brasília";"DF"
"001068";"FACULDADE ALDETE MARIA ALVES (FAMA)";"Iturama";"MG"
"017394";"Faculdade Alencarina de Sobral (FAL)";"Sobral";"CE"
"003428";"FACULDADE ALFA AMÉRICA";"Praia Grande";"SP"
"001573";"FACULDADE ALFREDO NASSER (FAN)";"Aparecida de Goiânia";"GO"
"011862";"FACULDADE ALFREDO NASSER DE REMANSO";"Remanso";"BA"
"003939";"FACULDADE ALIANÇA DE ITABERAI";"Itaberaí";"GO"
"017928";"Faculdade Aliança Educacional do Estado de São Paulo";"Itapevi";"SP"
"017348";"Faculdade Alis de Itabirito";"Itabirito";"MG"
"002288";"FACULDADE ALMEIDA RODRIGUES (FAR)";"Rio Verde";"GO"
"020570";"Faculdade Alpha (Alpha)";"Recife";"PE"
"001290";"Faculdade Álvares de Azevedo (FAATESP)";"São Paulo";"SP"
"002463";"FACULDADE ALVES FARIA (ALFA)";"São Paulo";"SP"
"001865";"Faculdade Alvorada Paulista (FALP)";"São Paulo";"SP"
"002045";"FACULDADE AMADEUS (FAMA)";"Aracaju";"SE"
"017749";"Faculdade América (América)";"Cachoeiro de Itapemirim";"ES"
"004443";"FACULDADE AMÉRICA LATINA DE IJUÍ (FAL)";"Ijuí";"RS"
"021573";"Faculdade Ana Carolina Puga (FAPUGA)";"São Paulo";"SP"
"016628";"Faculdade ANASPS (FANASPS)";"Brasília";"DF"
"001900";"FACULDADE ANCHIETA DE ENSINO SUPERIOR DO PARANÁ (FAESP)";"Curitiba";"PR"
"003148";"FACULDADE ANCHIETA DO RECIFE (FAR)";"Recife";"PE"
"020476";"Faculdade ANCLIVEPA (ANCLIVEPA)";"São Paulo";"SP"
"001399";"FACULDADE ANDREOTTI (FA)";"Sarandi";"PR"
"001616";"FACULDADE ANGEL VIANNA (FAV)";"Rio de Janeiro";"RJ"
"002488";"FACULDADE ANGLICANA DE ERECHIM (FAE)";"Erechim";"RS"
"004917";"FACULDADE ANGLO";"Piracicaba";"SP"
"004631";"FACULDADE ANGLO-AMERICANO DE JOÃO PESSOA (FAAJP)";"João Pessoa";"PB"
"005550";"FACULDADE ANHANGUERA DE ANÁPOLIS";"Anápolis";"GO"
"005451";"FACULDADE ANHANGÜERA DE BAURU";"Bauru";"SP"
"001173";"FACULDADE ANHANGUERA DE BRASÍLIA";"Brasília";"DF"
"021900";"Faculdade Anhanguera de Catanduva";"Catanduva";"SP"
"004616";"FACULDADE ANHANGUERA DE CAXIAS DO SUL";"Caxias do Sul";"RS"
"005290";"FACULDADE ANHANGUERA DE CIÊNCIAS E TECNOLOGIA DE BRASÍLIA";"Brasília";"DF"
"005303";"FACULDADE ANHANGÜERA DE DOURADOS";"Dourados";"MS"
"005216";"FACULDADE ANHANGUERA DE EDUCAÇÃO, CIÊNCIAS E TECNOLOGIA DE SOROCABA";"Sorocaba";"SP"
"021275";"Faculdade Anhanguera de Erechim";"Erechim";"RS"
"003603";"FACULDADE ANHANGUERA DE GUARULHOS";"Guarulhos";"SP"
"003937";"Faculdade Anhanguera de Indaiatuba";"Indaiatuba";"SP"
"004878";"FACULDADE ANHANGUERA DE ITAPECERICA DA SERRA";"Itapecerica da Serra";"SP"
"005555";"FACULDADE ANHANGUERA DE JACAREÍ";"Jacareí";"SP"
"021239";"Faculdade Anhanguera de Jaú";"Jaú";"SP"
"005668";"FACULDADE ANHANGUERA DE JOINVILLE";"Joinville";"SC"
"001412";"FACULDADE ANHANGUERA DE JUNDIAÍ";"Jundiaí";"SP"
"003936";"FACULDADE ANHANGUERA DE LIMEIRA";"Limeira";"SP"
"002355";"FACULDADE ANHANGUERA DE MATÃO";"Matão";"SP"
"001710";"FACULDADE ANHANGUERA DE NEGÓCIOS E TECNOLOGIAS DA INFORMAÇÃO";"Brasília";"DF"
"020574";"Faculdade Anhanguera de Nova Iguaçu";"Nova Iguaçu";"RJ"
"001345";"FACULDADE ANHANGUERA DE OSASCO";"Osasco";"SP"
"001830";"FACULDADE ANHANGUERA DE PASSO FUNDO";"Passo Fundo";"RS"
"002191";"FACULDADE ANHANGUERA DE PELOTAS";"Pelotas";"RS"
"012791";"FACULDADE ANHANGUERA DE PINDAMONHANGABA";"Pindamonhangaba";"SP"
"004656";"FACULDADE ANHANGÜERA DE PIRACICABA";"Piracicaba";"SP"
"013620";"FACULDADE ANHANGUERA DE PORTO ALEGRE";"Porto Alegre";"RS"
"005288";"FACULDADE ANHANGÜERA DE RIBEIRÃO PRETO";"Ribeirão Preto";"SP"
"004013";"FACULDADE ANHANGUERA DE RIO CLARO";"Rio Claro";"SP"
"000781";"FACULDADE ANHANGUERA DE RONDONÓPOLIS";"Rondonópolis";"MT"
"004138";"FACULDADE ANHANGUERA DE SANTA BÁRBARA";"Santa Bárbara d´Oeste";"SP"
"001478";"FACULDADE ANHANGUERA DE SÃO BERNARDO";"São Bernardo do Campo";"SP"
"001784";"Faculdade Anhanguera de São Caetano";"São Caetano do Sul";"SP"
"001456";"FACULDADE ANHANGUERA DE SERTÃOZINHO (FASERT)";"Sertãozinho";"SP"
"004655";"FACULDADE ANHANGÜERA DE SOROCABA (FSO)";"Sorocaba";"SP"
"011308";"FACULDADE ANHANGUERA DE SUMARÉ (FACSUMARÉ)";"Sumaré";"SP"
"001499";"FACULDADE ANHANGUERA DE TABOÃO DA SERRA (FATS)";"Taboão da Serra";"SP"
"001518";"FACULDADE ANHANGUERA DE TAGUATINGA";"Brasília";"DF"
"004141";"FACULDADE ANHANGUERA DE TAUBATÉ";"Taubaté";"SP"
"001776";"Faculdade Anhanguera de Tecnologia de Jundiaí";"Jundiaí";"SP"
"003612";"FACULDADE ANHANGUERA DE VALINHOS";"Valinhos";"SP"
"002756";"FACULDADE ANHANGUERA DE VALPARAÍSO";"Valparaíso de Goiás";"GO"
"002194";"FACULDADE ANHANGUERA DO RIO GRANDE";"Rio Grande";"RS"
"021693";"Faculdade Anhanguera Franca";"Franca";"SP"
"004495";"FACULDADE ANHANGUERA JARAGUÁ DO SUL";"Jaraguá do Sul";"SC"
"001502";"FACULDADE ANHANGUERA PITÁGORAS DE JUNDIAÍ";"Jundiaí";"SP"
"011750";"FACULDADE ANHANGUERA PITÁGORAS VOTORANTIM (-)";"Votorantim";"SP"
"001643";"FACULDADE ANÍSIO TEIXEIRA DE FEIRA DE SANTANA (FAT)";"Feira de Santana";"BA"
"004810";"FACULDADE ANTÔNIO MENEGHETTI (AMF)";"Restinga Seca";"RS"
"017291";"FACULDADE ANTONIO PROPICIO AGUIAR FRANCO (FAPAF)";"Pium";"TO"
"011593";"FACULDADE APOENA";"Macapá";"AP"
"004588";"FACULDADE APOGEU (APOGEU)";"Brasília";"DF"
"001663";"FACULDADE ARAGUAIA (FARA)";"Goiânia";"GO"
"001410";"FACULDADE ÁREA I WYDEN (ÁREA 1 WYDEN)";"Salvador";"BA"
"017403";"FACULDADE ARI DE SÁ (FAS)";"Fortaleza";"CE"
"003921";"FACULDADE ARNALDO HORÁCIO FERREIRA (FAAHF)";"Luís Eduardo Magalhães";"BA"
"000832";"FACULDADE ARQUIDIOCESANA DE CURVELO (FAC)";"Curvelo";"MG"
"001080";"FACULDADE ARTHUR SÁ EARP NETO (FASE)";"Petrópolis";"RJ"
"001670";"FACULDADE ASA DE BRUMADINHO (IECEMB - FAB)";"Brumadinho";"MG"
"002134";"FACULDADE ASSEMBLEIANA DO BRASIL";"Goiânia";"GO"
"001612";"Faculdade Assis Gurgacz (FAG TOLEDO)";"Toledo";"PR"
"001756";"FACULDADE ASSOCIADA BRASIL (FAB)";"São Paulo";"SP"
"001614";"FACULDADE ASTORGA (FAAST)";"Astorga";"PR"
"019281";"FACULDADE ATAME (ATAME)";"Brasília";"DF"
"002579";"FACULDADE ATENAS";"Paracatu";"MG"
"022197";"FACULDADE ATENAS PASSOS";"Passos";"MG"
"002497";"FACULDADE ATENEU (FATE)";"Fortaleza";"CE"
"003180";"FACULDADE ATTICUS";"Foz do Iguaçu";"PR"
"001877";"FACULDADE ATUAL (FAAT)";"Macapá";"AP"
"021616";"FACULDADE ATUALIZA (ATUALIZA)";"Salvador";"BA"
"004950";"FACULDADE AUM";"Cuiabá";"MT"
"001752";"FACULDADE AUTÔNOMA DE DIREITO (FADISP)";"São Paulo";"SP"
"019846";"Faculdade Autônoma do Brasil - Cabo de Santo Agostinho (FBR - Cabo)";"Cabo de Santo Agostinho";"PE"
"020494";"Faculdade Autônoma do Brasil - Maceió (FBR Maceió)";"Maceió";"AL"
"001988";"FACULDADE AVANTIS (AVANTIS)";"Balneário Camboriú";"SC"
"021676";"Faculdade Avantis de Itapema (Avantis)";"Itapema";"SC"
"000797";"Faculdade AVEC de Vilhena (AVEC)";"Vilhena";"RO"
"021871";"FACULDADE BAHIANA DE ENGENHARIA E CIÊNCIAS SOCIAIS APLICADAS (FBE)";"Salvador";"BA"
"003847";"FACULDADE BAIANA DE DIREITO E GESTÃO";"Salvador";"BA"
"002891";"FACULDADE BARÃO DE PIRATININGA (AES)";"São Roque";"SP"
"002132";"FACULDADE BARÃO DO RIO BRANCO (FAB)";"Rio Branco";"AC"
"001366";"FACULDADE BARDDAL (FB-SI)";"Florianópolis";"SC"
"001686";"FACULDADE BARDDAL DE ARTES APLICADAS";"Florianópolis";"SC"
"001685";"FACULDADE BARDDAL DE CIÊNCIAS CONTÁBEIS";"Florianópolis";"SC"
"002971";"FACULDADE BARRETOS (FB)";"Barretos";"SP"
"001302";"FACULDADE BATISTA BRASILEIRA (FBB)";"Salvador";"BA"
"019284";"FACULDADE BATISTA BRASILEIRA DO RECÔNCAVO (FBBR)";"Cruz das Almas";"BA"
"001346";"FACULDADE BATISTA DE MINAS GERAIS (FBMG)";"Belo Horizonte";"MG"
"015562";"Faculdade Batista do Cariri (FBC)";"Crato";"CE"
"004066";"FACULDADE BATISTA DO ESTADO DO RIO DE JANEIRO - FABERJ (FABERJ )";"Campos dos Goytacazes";"RJ"
"001429";"FACULDADE BATISTA DO RIO DE JANEIRO (FABAT)";"Rio de Janeiro";"RJ"
"004902";"FACULDADE BATISTA PIONEIRA";"Ijuí";"RS"
"001432";"FACULDADE BERTIOGA (FABE)";"Bertioga";"SP"
"000710";"FACULDADE BÉTHENCOURT DA SILVA (FABES)";"Rio de Janeiro";"RJ"
"014090";"FACULDADE BETIM (FABE)";"Betim";"MG"
"001263";"FACULDADE BEZERRA DE ARAÚJO (FABA)";"Rio de Janeiro";"RJ"
"015922";"Faculdade Bíblica das Assembléias de Deus";"Pindamonhangaba";"SP"
"004771";"FACULDADE BI CAMPINAS";"Campinas";"SP"
"001933";"FACULDADE BIRIGUI (FABI)";"Birigui";"SP"
"004772";"FACULDADE BI SOCIAL QUARESMA";"Jundiaí";"SP"
"003397";"FACULDADE BOAS NOVAS DE CIÊNCIAS TEOLÓGICAS, SOCIAIS E BIOTECNOLÓGICAS (FBNCTSB)";"Manaus";"AM"
"015839";"Faculdade Boa Viagem (FBV WYDEN)";"João Pessoa";"PB"
"001344";"FACULDADE BORGES DE MENDONÇA (FBM)";"Florianópolis";"SC"
"003877";"FACULDADE BRASIL CENTRAL (FBC)";"Águas Lindas de Goiás";"GO"
"001244";"FACULDADE BRASILEIRA (MULTIVIX VITÓRIA)";"Vitória";"ES"
"003866";"FACULDADE BRASILEIRA DE EDUCAÇÃO E CULTURA (FABEC BRASIL)";"Goiânia";"GO"
"015280";"Faculdade Brasileira de Ensino, Pesquisa e Extensão (FABEX)";"João Pessoa";"PB"
"012601";"FACULDADE BRASILEIRA DE ESTUDOS AVANÇADOS (FABEA)";"São Luís";"MA"
"001968";"FACULDADE BRASILEIRA DE TECNOLOGIA (FBT)";"Aracaju";"SE"
"017896";"FACULDADE BRASILEIRA DE TECNOLOGIA (FBT)";"Feira de Santana";"BA"
"016459";"FACULDADE BRASILEIRA DE TECNOLOGIA- (FBT)";"Salvador";"BA"
"017200";"Faculdade Brasileira de Tributação (FBT)";"Porto Alegre";"RS"
"003749";"FACULDADE BRASÍLIA DE SÃO PAULO (FTBSP)";"São Paulo";"SP"
"012416";"FACULDADE BRASILIENSE DE NEGÓCIOS (FBN)";"Brasília";"DF"
"018093";"Faculdade Brasil Inteligente";"Belém";"PA"
"002917";"FACULDADE BRASIL NORTE (FABRAN)";"Macapá";"AP"
"002124";"FACULDADE CALAFIORI (CALAFIORI)";"São Sebastião do Paraíso";"MG"
"011584";"FACULDADE CAL DE ARTES CÊNICAS (Faculdade Cal)";"Rio de Janeiro";"RJ"
"000454";"FACULDADE CAMAQÜENSE DE CIÊNCIAS CONTÁBEIS E ADMINISTRATIVAS (FACCCA)";"Camaquã";"RS"
"001160";"FACULDADE CAMBURY (CAMBURY)";"Goiânia";"GO"
"002266";"FACULDADE CAMBURY DE FORMOSA (CAMBURY)";"Formosa";"GO"
"005511";"FACULDADE CAMPO REAL (CAMPO REAL)";"Guarapuava";"PR"
"018406";"FACULDADE CAMPOS (FECAF)";"Taboão da Serra";"SP"
"001048";"FACULDADE CAMPOS ELÍSEOS (FCE)";"São Paulo";"SP"
"021344";"Faculdade Campos Giglio (FCG)";"Votorantim";"SP"
"021321";"FACULDADE CAMPUS (FACAMP)";"Goiânia";"GO"
"013527";"FACULDADE CANÇÃO NOVA (FCN)";"Cachoeira Paulista";"SP"
"001246";"FACULDADE CANDIDO MENDES DE VITÓRIA (FCMV)";"Vitória";"ES"
"002330";"Faculdade Cândido Rondon (FCR)";"Cuiabá";"MT"
"002398";"FACULDADE CÂNDIDO RONDON DE CAMPO VERDE";"Campo Verde";"MT"
"004136";"FACULDADE CÂNDIDO RONDON DE RONDONÓPOLIS (FCRROO)";"Rondonópolis";"MT"
"017854";"FACULDADE CAPITAL FEDERAL (FECAF)";"Taboão da Serra";"SP"
"019966";"FACULDADE CAPITAL FEDERAL DE ITAPECERICA DA SERRA (FECAF)";"Itapecerica da Serra";"SP"
"001918";"FACULDADE CAPIVARI (FUCAP)";"Capivari de Baixo";"SC"
"001326";"FACULDADE CAPIXABA DA SERRA (MULTIVIX SERRA)";"Serra";"ES"
"019208";"FACULDADE CAPIXABA DE CARIACICA (MULTIVIX CARIAC)";"Cariacica";"ES"
"001359";"FACULDADE CAPIXABA DE NOVA VENÉCIA (MULTIVIX NOVA VENÉCI)";"Nova Venécia";"ES"
"018979";"FACULDADE CAPIXABA DE VILA VELHA (MULTIVIX VILA V)";"Vila Velha";"ES"
"013538";"FACULDADE CARAGUÁ";"Caraguatatuba";"SP"
"001373";"FACULDADE CASA BRANCA (FACAB)";"Casa Branca";"SP"
"001880";"FACULDADE CASA DO ESTUDANTE (FACE)";"Aracruz";"ES"
"000200";"FACULDADE CÁSPER LÍBERO (FCL)";"São Paulo";"SP"
"001840";"FACULDADE CASTELO BRANCO (FCB)";"Colatina";"ES"
"001394";"FACULDADE CASTRO ALVES (FCA)";"Salvador";"BA"
"005520";"FACULDADE CATHEDRAL (FACES)";"Boa Vista";"RR"
"017438";"Faculdade Católica Cavanis do Sudoeste do Pará (FCCSP)";"Novo Progresso";"PA"
"019597";"FACULDADE CATÓLICA DA IBIAPABA (FACI)";"Tianguá";"CE"
"017830";"Faculdade Católica de Abaetetuba (FCAB)";"Abaetetuba";"PA"
"000939";"FACULDADE CATÓLICA DE ANÁPOLIS (CATÓLICA DE ANÁPOLIS)";"Anápolis";"GO"
"017875";"Faculdade Católica de Belém (FACBEL)";"Ananindeua";"PA"
"016918";"FACULDADE CATÓLICA DE FEIRA DE SANTANA";"Feira de Santana";"BA"
"002485";"FACULDADE CATÓLICA DE FORTALEZA (FCF)";"Fortaleza";"CE"
"015433";"FACULDADE CATÓLICA DE MATO GROSSO (FACC-MT)";"Várzea Grande";"MT"
"003522";"FACULDADE CATÓLICA DE POUSO ALEGRE (FACAPA)";"Pouso Alegre";"MG"
"004594";"FACULDADE CATÓLICA DE RONDONIA (FCR)";"Porto Velho";"RO"
"014288";"FACULDADE CATÓLICA DE SANTA CATARINA (FACASC)";"Florianópolis";"SC"
"015521";"FACULDADE CATÓLICA DE SÃO JOSÉ DOS CAMPOS (CATÓLICA-SJC)";"São José dos Campos";"SP"
"004746";"FACULDADE CATÓLICA DO CARIRI";"Crato";"CE"
"002741";"FACULDADE CATÓLICA DOM ORIONE (FACDO)";"Araguaína";"TO"
"002365";"FACULDADE CATÓLICA DO TOCANTINS (FACTO)";"Palmas";"TO"
"015859";"Faculdade Católica Paulista (FACAP)";"Marília";"SP"
"001375";"FACULDADE CATÓLICA RAINHA DA PAZ DE ARAPUTANGA (FCARP)";"Araputanga";"MT"
"003644";"FACULDADE CATÓLICA SANTA TERESINHA (FCST)";"Caicó";"RN"
"001789";"FACULDADE CATUAÍ (ICES)";"Cambé";"PR"
"002804";"FACULDADE CCAA (FAC CCAA)";"Rio de Janeiro";"RJ"
"004784";"FACULDADE CDL";"Fortaleza";"CE"
"002410";"FACULDADE CEARENSE (FAC)";"Fortaleza";"CE"
"001333";"FACULDADE CECAP DO LAGO NORTE (CECAP)";"Brasília";"DF"
"021261";"Faculdade CEDIN (CEDIN)";"Belo Horizonte";"MG"
"001084";"FACULDADE CENECISTA DE BENTO GONÇALVES (FACEBG)";"Bento Gonçalves";"RS"
"000625";"FACULDADE CENECISTA DE CAPIVARI (FACECAP)";"Capivari";"SP"
"004729";"FACULDADE CENECISTA DE RIO BONITO (FACERB)";"Rio Bonito";"RJ"
"003001";"FACULDADE CENECISTA DE RONDONÓPOLIS (FACER)";"Rondonópolis";"MT"
"004005";"FACULDADE CENECISTA DE SENHOR DO BONFIM (FACESB)";"Senhor do Bonfim";"BA"
"001655";"FACULDADE CENECISTA DE SETE LAGOAS (FCSL)";"Sete Lagoas";"MG"
"001467";"FACULDADE CENECISTA DE VILA VELHA (FACEVV)";"Vila Velha";"ES"
"001696";"FACULDADE CENTRAL DE CRISTALINA (FACEC)";"Cristalina";"GO"
"004567";"FACULDADE CENTRO MATO-GROSSENSE";"Sorriso";"MT"
"021362";"Faculdade Centro Oeste Catanduvas (FACOC)";"Catanduvas";"SC"
"011007";"FACULDADE CENTRO OESTE DO PARANÁ (FACEOPAR)";"Laranjeiras do Sul";"PR"
"004681";"FACULDADE CENTRO PAULISTANO";"São Paulo";"SP"
"004582";"FACULDADE CENTRO SUL DO PARANÁ (FACSPAR)";"São Mateus do Sul";"PR"
"018167";"Faculdade CEPEP";"Fortaleza";"CE"
"003533";"FACULDADE CERES (FACERES)";"São José do Rio Preto";"SP"
"017091";"Faculdade CERS (CERS)";"Recife";"PE"
"019327";"Faculdade Cesar Educação (FCE)";"Recife";"PE"
"017738";"Faculdade Cesgranrio (FACESGRANRIO)";"Rio de Janeiro";"RJ"
"017226";"Faculdade Cesmac do Agreste (CESMAC Agreste)";"Arapiraca";"AL"
"017224";"Faculdade Cesmac do Sertão (CESMAC Sertão)";"Palmeira dos Índios";"AL"
"014403";"FACULDADE CESUMAR (CESUMAR)";"Curitiba";"PR"
